テキスト,カテゴリ
2024-05-18 アンピロームカプセル13.5mg,アンピロームカプセル13.5mg
2023-08-22 アンピロームカプセル13.5mg,アンピロームカプセル13.5mg
イスキア錠330mg,イスキア錠330mg
2023-03-01 イスキア錠330mg,イスキア錠330mg
2023-09-05 イスキア錠330mg,イスキア錠330mg
2023-08-13 イスキア錠330mg,イスキア錠330mg
2024-02-10 イスキア錠330mg,イスキア錠330mg
2024-09-19 イスキア錠330mg,イスキア錠330mg
イソプロピルアンチピリン,イソプロピルアンチピリン
2024-05-23 イソプロピルアンチピリン,イソプロピルアンチピリン
2023-12-24 イソプロピルアンチピリン,イソプロピルアンチピリン
2024-08-13 イソプロピルアンチピリン,イソプロピルアンチピリン
2024-10-20 イソプロピルアンチピリン,イソプロピルアンチピリン
2023-10-28 イソプロピルアンチピリン,イソプロピルアンチピリン
イテオパン錠 75mg,イテオパン錠 75mg
2023-08-31 イテオパン錠 75mg,イテオパン錠 75mg
2023-06-25 イテオパン錠 75mg,イテオパン錠 75mg
2024-11-11 イテオパン錠 75mg,イテオパン錠 75mg
2024-05-21 イテオパン錠 75mg,イテオパン錠 75mg
2024-01-19 イテオパン錠 75mg,イテオパン錠 75mg
イナミジン錠 200mg,イナミジン錠 200mg
2024-01-23 イナミジン錠 200mg,イナミジン錠 200mg
2023-10-30 イナミジン錠 200mg,イナミジン錠 200mg
2023-06-19 イナミジン錠 200mg,イナミジン錠 200mg
2023-10-15 イナミジン錠 200mg,イナミジン錠 200mg
2023-04-23 イナミジン錠 200mg,イナミジン錠 200mg
イリナトロン錠 25mg,イリナトロン錠 25mg
2023-10-14 イリナトロン錠 25mg,イリナトロン錠 25mg
2023-05-27 イリナトロン錠 25mg,イリナトロン錠 25mg
2024-07-11 イリナトロン錠 25mg,イリナトロン錠 25mg
2023-08-28 イリナトロン錠 25mg,イリナトロン錠 25mg
2024-01-06 イリナトロン錠 25mg,イリナトロン錠 25mg
インテバンSP25 25mg,インテバンSP25 25mg
2024-04-27 インテバンSP25 25mg,インテバンSP25 25mg
2024-06-30 インテバンSP25 25mg,インテバンSP25 25mg
2024-09-06 インテバンSP25 25mg,インテバンSP25 25mg
2024-07-24 インテバンSP25 25mg,インテバンSP25 25mg
2023-03-21 インテバンSP25 25mg,インテバンSP25 25mg
インドメタシンカプセル25mg,インドメタシンカプセル25mg
2023-05-01 インドメタシンカプセル25mg,インドメタシンカプセル25mg
2024-04-01 インドメタシンカプセル25mg,インドメタシンカプセル25mg
2024-02-11 インドメタシンカプセル25mg,インドメタシンカプセル25mg
2024-11-03 インドメタシンカプセル25mg,インドメタシンカプセル25mg
2024-11-16 インドメタシンカプセル25mg,インドメタシンカプセル25mg
インフリーSカプセル200mg,インフリーSカプセル200mg
2023-01-25 インフリーSカプセル200mg,インフリーSカプセル200mg
2024-11-25 インフリーSカプセル200mg,インフリーSカプセル200mg
2023-07-30 インフリーSカプセル200mg,インフリーSカプセル200mg
2024-01-09 インフリーSカプセル200mg,インフリーSカプセル200mg
2024-10-28 インフリーSカプセル200mg,インフリーSカプセル200mg
ウナスチン錠 60mg,ウナスチン錠 60mg
2023-08-03 ウナスチン錠 60mg,ウナスチン錠 60mg
2024-03-01 ウナスチン錠 60mg,ウナスチン錠 60mg
2023-10-21 ウナスチン錠 60mg,ウナスチン錠 60mg
2023-09-01 ウナスチン錠 60mg,ウナスチン錠 60mg
2023-02-21 ウナスチン錠 60mg,ウナスチン錠 60mg
エテンザミド,エテンザミド
2024-09-02 エテンザミド,エテンザミド
2024-10-02 エテンザミド,エテンザミド
2024-07-20 エテンザミド,エテンザミド
2024-04-22 エテンザミド,エテンザミド
2023-12-09 エテンザミド,エテンザミド
エトドラク錠200「KN」 200mg,エトドラク錠200「KN」 200mg
2023-12-03 エトドラク錠200「KN」 200mg,エトドラク錠200「KN」 200mg
2023-04-24 エトドラク錠200「KN」 200mg,エトドラク錠200「KN」 200mg
2023-08-15 エトドラク錠200「KN」 200mg,エトドラク錠200「KN」 200mg
2024-06-21 エトドラク錠200「KN」 200mg,エトドラク錠200「KN」 200mg
2023-04-24 エトドラク錠200「KN」 200mg,エトドラク錠200「KN」 200mg
エトペン錠200 200mg,エトペン錠200 200mg
2024-02-08 エトペン錠200 200mg,エトペン錠200 200mg
2025-01-14 エトペン錠200 200mg,エトペン錠200 200mg
2024-11-17 エトペン錠200 200mg,エトペン錠200 200mg
2023-05-29 エトペン錠200 200mg,エトペン錠200 200mg
2024-11-17 エトペン錠200 200mg,エトペン錠200 200mg
オークル錠100mg,オークル錠100mg
2024-04-12 オークル錠100mg,オークル錠100mg
2025-01-02 オークル錠100mg,オークル錠100mg
2024-02-12 オークル錠100mg,オークル錠100mg
2024-09-26 オークル錠100mg,オークル錠100mg
2023-09-09 オークル錠100mg,オークル錠100mg
オキサチリン錠 200mg,オキサチリン錠 200mg
2023-05-02 オキサチリン錠 200mg,オキサチリン錠 200mg
2024-07-29 オキサチリン錠 200mg,オキサチリン錠 200mg
2023-03-13 オキサチリン錠 200mg,オキサチリン錠 200mg
2023-04-09 オキサチリン錠 200mg,オキサチリン錠 200mg
2024-09-05 オキサチリン錠 200mg,オキサチリン錠 200mg
オキサプロジン200mg錠,オキサプロジン200mg錠
2024-11-15 オキサプロジン200mg錠,オキサプロジン200mg錠
2023-05-15 オキサプロジン200mg錠,オキサプロジン200mg錠
2024-01-11 オキサプロジン200mg錠,オキサプロジン200mg錠
2024-01-20 オキサプロジン200mg錠,オキサプロジン200mg錠
2023-04-18 オキサプロジン200mg錠,オキサプロジン200mg錠
オキシアシドン錠 200mg,オキシアシドン錠 200mg
2023-12-31 オキシアシドン錠 200mg,オキシアシドン錠 200mg
2023-07-17 オキシアシドン錠 200mg,オキシアシドン錠 200mg
2024-04-08 オキシアシドン錠 200mg,オキシアシドン錠 200mg
2023-01-30 オキシアシドン錠 200mg,オキシアシドン錠 200mg
2023-07-22 オキシアシドン錠 200mg,オキシアシドン錠 200mg
オキネスジン錠200mg,オキネスジン錠200mg
2023-03-04 オキネスジン錠200mg,オキネスジン錠200mg
2023-01-18 オキネスジン錠200mg,オキネスジン錠200mg
2023-10-11 オキネスジン錠200mg,オキネスジン錠200mg
2024-01-08 オキネスジン錠200mg,オキネスジン錠200mg
2023-03-29 オキネスジン錠200mg,オキネスジン錠200mg
オキミナス錠 60mg,オキミナス錠 60mg
2024-11-24 オキミナス錠 60mg,オキミナス錠 60mg
2024-06-18 オキミナス錠 60mg,オキミナス錠 60mg
2024-05-12 オキミナス錠 60mg,オキミナス錠 60mg
2023-11-20 オキミナス錠 60mg,オキミナス錠 60mg
2024-02-08 オキミナス錠 60mg,オキミナス錠 60mg
オコーナーカプセル250 250mg,オコーナーカプセル250 250mg
2024-07-03 オコーナーカプセル250 250mg,オコーナーカプセル250 250mg
2023-11-19 オコーナーカプセル250 250mg,オコーナーカプセル250 250mg
2023-10-22 オコーナーカプセル250 250mg,オコーナーカプセル250 250mg
2023-03-12 オコーナーカプセル250 250mg,オコーナーカプセル250 250mg
2024-01-31 オコーナーカプセル250 250mg,オコーナーカプセル250 250mg
オステラック錠100 100mg,オステラック錠100 100mg
2023-06-11 オステラック錠100 100mg,オステラック錠100 100mg
2024-10-03 オステラック錠100 100mg,オステラック錠100 100mg
2024-08-25 オステラック錠100 100mg,オステラック錠100 100mg
2024-02-24 オステラック錠100 100mg,オステラック錠100 100mg
2024-11-03 オステラック錠100 100mg,オステラック錠100 100mg
オスペイン錠200 200mg,オスペイン錠200 200mg
2024-11-22 オスペイン錠200 200mg,オスペイン錠200 200mg
2023-05-20 オスペイン錠200 200mg,オスペイン錠200 200mg
2024-01-29 オスペイン錠200 200mg,オスペイン錠200 200mg
2024-02-08 オスペイン錠200 200mg,オスペイン錠200 200mg
2024-10-11 オスペイン錠200 200mg,オスペイン錠200 200mg
オセファジン錠200 200mg,オセファジン錠200 200mg
2024-03-06 オセファジン錠200 200mg,オセファジン錠200 200mg
2024-11-05 オセファジン錠200 200mg,オセファジン錠200 200mg
2023-12-26 オセファジン錠200 200mg,オセファジン錠200 200mg
2023-06-23 オセファジン錠200 200mg,オセファジン錠200 200mg
2024-09-30 オセファジン錠200 200mg,オセファジン錠200 200mg
オパイリン錠125mg,オパイリン錠125mg
2024-08-15 オパイリン錠125mg,オパイリン錠125mg
2023-12-07 オパイリン錠125mg,オパイリン錠125mg
2024-11-20 オパイリン錠125mg,オパイリン錠125mg
2024-12-11 オパイリン錠125mg,オパイリン錠125mg
2024-10-10 オパイリン錠125mg,オパイリン錠125mg
オパフェルミン錠 125mg,オパフェルミン錠 125mg
2024-02-07 オパフェルミン錠 125mg,オパフェルミン錠 125mg
2023-10-04 オパフェルミン錠 125mg,オパフェルミン錠 125mg
2023-04-16 オパフェルミン錠 125mg,オパフェルミン錠 125mg
2023-02-08 オパフェルミン錠 125mg,オパフェルミン錠 125mg
2024-10-08 オパフェルミン錠 125mg,オパフェルミン錠 125mg
オルヂスSR150 150mg,オルヂスSR150 150mg
2023-12-02 オルヂスSR150 150mg,オルヂスSR150 150mg
2024-09-22 オルヂスSR150 150mg,オルヂスSR150 150mg
2024-02-25 オルヂスSR150 150mg,オルヂスSR150 150mg
2023-08-10 オルヂスSR150 150mg,オルヂスSR150 150mg
2023-11-25 オルヂスSR150 150mg,オルヂスSR150 150mg
オロサルジン錠100 100mg,オロサルジン錠100 100mg
2023-07-01 オロサルジン錠100 100mg,オロサルジン錠100 100mg
2024-02-17 オロサルジン錠100 100mg,オロサルジン錠100 100mg
2024-01-11 オロサルジン錠100 100mg,オロサルジン錠100 100mg
2023-10-09 オロサルジン錠100 100mg,オロサルジン錠100 100mg
2024-02-09 オロサルジン錠100 100mg,オロサルジン錠100 100mg
オロロックス内服液60mg 0.6%,オロロックス内服液60mg 0.6%
2024-02-12 オロロックス内服液60mg 0.6%,オロロックス内服液60mg 0.6%
2024-08-15 オロロックス内服液60mg 0.6%,オロロックス内服液60mg 0.6%
2023-06-04 オロロックス内服液60mg 0.6%,オロロックス内服液60mg 0.6%
2024-06-19 オロロックス内服液60mg 0.6%,オロロックス内服液60mg 0.6%
2023-08-24 オロロックス内服液60mg 0.6%,オロロックス内服液60mg 0.6%
カフェルゴット,カフェルゴット
2023-07-23 カフェルゴット,カフェルゴット
2023-05-07 カフェルゴット,カフェルゴット
2024-11-23 カフェルゴット,カフェルゴット
2024-04-22 カフェルゴット,カフェルゴット
2023-04-23 カフェルゴット,カフェルゴット
カルジール細粒20%,カルジール細粒20%
2024-12-08 カルジール細粒20%,カルジール細粒20%
2023-08-02 カルジール細粒20%,カルジール細粒20%
2024-06-04 カルジール細粒20%,カルジール細粒20%
2024-04-08 カルジール細粒20%,カルジール細粒20%
2023-06-27 カルジール細粒20%,カルジール細粒20%
カルフェニール錠40mg,カルフェニール錠40mg
2024-02-26 カルフェニール錠40mg,カルフェニール錠40mg
2024-07-26 カルフェニール錠40mg,カルフェニール錠40mg
2024-02-19 カルフェニール錠40mg,カルフェニール錠40mg
2023-07-01 カルフェニール錠40mg,カルフェニール錠40mg
2024-07-22 カルフェニール錠40mg,カルフェニール錠40mg
カルマーテ100 100mg,カルマーテ100 100mg
2024-03-06 カルマーテ100 100mg,カルマーテ100 100mg
2024-10-24 カルマーテ100 100mg,カルマーテ100 100mg
2024-09-29 カルマーテ100 100mg,カルマーテ100 100mg
2023-09-11 カルマーテ100 100mg,カルマーテ100 100mg
2023-03-18 カルマーテ100 100mg,カルマーテ100 100mg
カロナールシロップ2%,カロナールシロップ2%
2024-12-30 カロナールシロップ2%,カロナールシロップ2%
2023-09-08 カロナールシロップ2%,カロナールシロップ2%
2024-11-04 カロナールシロップ2%,カロナールシロップ2%
2025-01-07 カロナールシロップ2%,カロナールシロップ2%
2024-03-16 カロナールシロップ2%,カロナールシロップ2%
カンファタニン錠 60mg,カンファタニン錠 60mg
2024-10-14 カンファタニン錠 60mg,カンファタニン錠 60mg
2024-08-19 カンファタニン錠 60mg,カンファタニン錠 60mg
2024-07-15 カンファタニン錠 60mg,カンファタニン錠 60mg
2025-01-03 カンファタニン錠 60mg,カンファタニン錠 60mg
2024-10-30 カンファタニン錠 60mg,カンファタニン錠 60mg
キサプジン錠200 200mg,キサプジン錠200 200mg
2023-05-22 キサプジン錠200 200mg,キサプジン錠200 200mg
2023-11-18 キサプジン錠200 200mg,キサプジン錠200 200mg
2023-03-29 キサプジン錠200 200mg,キサプジン錠200 200mg
2024-04-07 キサプジン錠200 200mg,キサプジン錠200 200mg
2023-07-03 キサプジン錠200 200mg,キサプジン錠200 200mg
キョーリンAP2顆粒,キョーリンAP2顆粒
2023-06-01 キョーリンAP2顆粒,キョーリンAP2顆粒
2023-09-12 キョーリンAP2顆粒,キョーリンAP2顆粒
2023-07-13 キョーリンAP2顆粒,キョーリンAP2顆粒
2024-04-06 キョーリンAP2顆粒,キョーリンAP2顆粒
2024-05-28 キョーリンAP2顆粒,キョーリンAP2顆粒
グッセリン錠 200mg,グッセリン錠 200mg
2024-07-03 グッセリン錠 200mg,グッセリン錠 200mg
2023-03-24 グッセリン錠 200mg,グッセリン錠 200mg
2024-07-10 グッセリン錠 200mg,グッセリン錠 200mg
2024-07-04 グッセリン錠 200mg,グッセリン錠 200mg
2023-04-21 グッセリン錠 200mg,グッセリン錠 200mg
クリアミンA錠,クリアミンA錠
2024-09-10 クリアミンA錠,クリアミンA錠
2023-06-19 クリアミンA錠,クリアミンA錠
2024-04-21 クリアミンA錠,クリアミンA錠
2024-04-02 クリアミンA錠,クリアミンA錠
2024-01-11 クリアミンA錠,クリアミンA錠
クリナックス錠 100mg,クリナックス錠 100mg
2023-07-06 クリナックス錠 100mg,クリナックス錠 100mg
2023-09-12 クリナックス錠 100mg,クリナックス錠 100mg
2024-04-24 クリナックス錠 100mg,クリナックス錠 100mg
2024-10-22 クリナックス錠 100mg,クリナックス錠 100mg
